Date	Link	Title	Text
2022-10-08 19:51:00	https://lenta.ru/news/2022/10/08/goods/	В Крыму оценили ситуацию с ценами на товары	 Глава Крыма Сергей Аксенов прокомментировал ситуацию с ценами на товары, сложившуюся после ЧП с Крымским мостом. Его слова приводит ТАСС.Аксенов оценил динамику стоимости товаров и опроверг массовое серьезное подорожание.«По повышению цен пока ситуация нормальная. Прокуратура тоже активно включилась в процесс мониторинга. Запасов продовольствия, топлива более чем достаточно, и Крыму в этом плане ничего не угрожает», — подчеркнул он.Материалы по теме:На Крымском мосту произошел взрыв.Повреждены два пролета. На железнодорожных путях загорелись цистерны с топливом8 октября 2022Что происходит в Крыму после взрыва на Крымском мосту.Туристы, еда, бензин и очереди: главное о ситуации на полуострове8 октября 2022В пресс-службе Аксенова добавили, что выявляются локальные случаи завышения цен.«По всем случаям, которые выявили, информация проверяется. Отдельные недобросовестные предприниматели воспользовались ситуацией. Дополнительно глава запросил поддержку прокуратуры», — заключил источник агентства.ЧП на Крымском мосту произошло рано утром в субботу, 8 октября. Национальный антитеррористический комитет (НАК) назвал случившееся подрывом и отметил, что на мосту взорвался грузовой автомобиль. В результате частично обрушились два автомобильных пролета моста, и загорелись семь топливных цистерн железнодорожного состава.
2022-10-08 18:08:00	https://lenta.ru/news/2022/10/08/baraka/	Американский правозащитник раскрыл план Запада по рынкам нефти	 Американский правозащитник Аджаму Барака раскрыл план Запада по рынкам нефти, комментируя  в Twitter его негативную реакцию на решение ОПЕК+ сократить добычу на два миллиона баррелей в сутки.По словам эксперта, психология западных политиков не дает им понять, почему Саудовская Аравия не позволит странам Группы семи (G7) манипулировать нефтяными рынками для давления на Россию, поскольку в дальнейшем это распространится на все страны мира.«В отличие от немцев, саудовцы понимают правила игры и знают: сегодня взялись за Россию, а завтра очередь дойдет до них», — пояснил Барака.5 октября ОПЕК+ приняла решение резко сократить добычу нефти с ноября текущего года. Страны должны будут уменьшить производство на два миллиона баррелей в сутки от утвержденных в августе квот.8 октября президент США Джо Байден обвинил Россию и Саудовскую Аравию в росте цен на бензин в стране.
2022-10-08 17:02:00	https://lenta.ru/news/2022/10/08/metall_russia/	Влияние Лондонской биржи металлов на горнорудную промышленность объяснили	 Прогноз на потрясение горнорудной промышленности из-за возможных санкций на российскую отрасль со стороны Лондонской биржи металлов является преувеличением. Об этом в беседе с «Лентой.ру» сообщил аналитик ФГ «Финам» Алексей Калачев.Возможные санкции на российскую горнорудную промышленность со стороны Лондонской биржи металлов (LME) станут потрясением для мировой индустрии, сообщает Bloomberg. Как отмечает издание, решения LME имеют далекоидущие последствия для ценообразования и торговли металлами на планете.Это преувеличениеАлексей Калачеваналитик ФГ «Финам»«Насколько я понимаю, как в последнее время ведет себя Лондонская биржа металлов, она ведет себя достаточно корректно. Она не инициирует никаких запретов, а только исполняет введенные», — сообщил Калачев.Он объяснил, что если будут введены санкции на конкретную компанию со стороны Евросоюза, Британии или США, то и Лондонская биржа металлов может ввести запрет.«А то, что Лондонская биржа сейчас запустила процедуру обсуждения возможного введения собственных ограничений, — это только предположительная процедура. Ее еще будут обсуждать, могут не утвердить. А в случае утверждения будет вопрос стоять о том, что если пойдут отказы от потребителей российских металлов или если будут введены санкций против российских компаний, то тогда Лондонская биржа закроет возможность перенаправлять металлы на биржевые склады Лондонской биржи. Вот, собственно, и все. А наши поставщики туда практически ничего и не поставляют на склады», — заявил он.Это извещение о том, что поставщики не смогут пользоваться складами, вызывает беспокойство биржевых игроков. Но в том, что это решение угробит горнорудную промышленность, мне кажется, что это чушь. Я считаю, что это не такАлексей Калачеваналитик ФГ «Финам»Ранее стало известно, что Россия начала поставлять в Монголию бензин Аи-92 по цене на треть ниже рыночной. Министр горнорудной и тяжелой промышленности Монголии Гэлэнгийн Йондон заявил, что скидка составляет 35,3 процента, и она позволит не повышать стоимость топлива в республике до конца года. 
2022-10-08 15:09:00	https://lenta.ru/news/2022/10/08/potryas_mir/	В США заявили о глобальных последствиях санкций против горной отрасли России	 Санкции, которые Лондонская биржа металлов (LME) планирует наложить на горнорудную отрасль России, потрясут мир. О глобальных последствиях ограничений предупредил обозреватель Bloomberg Джек Фарчи.Он напомнил, что на территории России находится четыре процента мировых запасов меди, пять процентов алюминия и около девяти процентов никеля. После публикации о возможных санкциях со стороны LME стоимость алюминия выросла на 8,5 процента.Фарчи подчеркивает, что в случае запрета поставок ключевые поставщики будут отрезаны от рынка. По его словам, у ряда компаний есть крупные многолетние контракты с представителям горнорудной отрасли России. Например, швейцарская Glencore Plc. сотрудничает с «Русалом».6 октября стало известно, что LME ввела временные ограничения на новые поставки меди и цинка Уральской горно-металлургической компанией (УГМК) и Челябинским цинковым заводом. Эти меры связывают с санкциями против бывшего президента УГМК Искандера Махмудова, введенными Великобританией в сентябре.Ранее Bloomberg также сообщал, что LME обсудит возможные блокировки поставок российских металлов на склады биржи.
2022-10-08 08:03:00	https://lenta.ru/news/2022/10/08/zapasy/	В Минэнерго оценили запасы топлива в Крыму	 Крым полностью обеспечен автомобильным топливом, его запасов хватит минимум на 15 дней. Об этом сообщило Минэнерго России в своем Telegram-канале.В ведомстве подчеркнули, что уже идет работа по обеспечению продолжения подвоза бензина и дизельного топлива на полуостров.Утром 8 октября на Крымском мосту начался пожар. Как заявили в Национальном антитеррористическом комитете, причиной послужил подрыв грузовой машины, после которого загорелись семь топливных цистерн железнодорожного состава, а также частично обрушились два автомобильных пролета.Президент России Владимир Путин уже получил доклады о ситуации, сообщил его пресс-секретарь Дмитрий Песков. По его словам, глава государства поручил сформировать правительственную комиссию в связи с инцидентом.
2022-10-08 04:31:00	https://lenta.ru/news/2022/10/08/valuta/	Россиянам назвали способы использования валюты	 С конца февраля россияне столкнулись с трудностями в обращении валюты — сейчас они могут перевести ее в рубли, открыть валютный вклад или инвестировать в ценные бумаги или стартапы. Такие способы использования валюты назвал экономист Юрий Капышек в беседе с «Главным региональным».«Нужно перевести деньги в рубли и инвестировать или в ценные бумаги, или в стартапы. Тем более предложений от банков, которые работают в данном направлении и сами финансируют разработки, достаточно много», — заявил Каптышек.Вторым верным способом сохранить средства, по заверению эксперта, открыть валютный вклад в банке. «Процент маленький. Но хотя бы можно будет сохранить деньги», — отметил специалист.6 октября аналитик Исаков рекомендовал россиянам снижать долю валюты в сбережениях. Существуют и альтернативные валюты, которые могут стать одним из инструментов хранения сбережений. В первую очередь это, как считает Исаков, юань, который наиболее интересен по соображениям ликвидности.
2022-10-08 01:53:00	https://lenta.ru/news/2022/10/08/saud/	В Саудовской Аравии ответили на претензии США из-за сокращения добычи нефти	 Глава МИД Саудовской Аравии Адель аль-Джубейр в интервью Fox News ответил на претензии США из-за сокращения добычи нефти.Он подчеркнул, что высокие цены на бензин в США — не вина Саудовской Аравии, а следствие нехватки нефтеперерабатывающих заводов (НПЗ) в самих Штатах. «У вас дефицит переработки, вы не строили нефтеперерабатывающие заводы десятилетиями», — заявил министр.При этом аль-Джубейр заверил, что Саудовская Аравия не ставила целью навредить США, а идея об этом «целиком и полностью неверна».Ранее президент США Джо Байден обвинил Россию и Саудовскую Аравию в росте цен на бензин в стране после того, как ОПЕК+ решила резко сократить добычу нефти с ноября текущего года, об этом стало известно 5 октября. Страны должны будут уменьшить производство на два миллиона баррелей в сутки.Крах однополярного мира
2022-10-08 11:54:00	https://www.vedomosti.ru/economics/news/2022/10/08/944512-glava-mid-saudovskoi-aravii-otritsaet-sokraschenie-neftedobichi-v-uscherb-ssha	Глава МИД Саудовской Аравии отрицает сокращение нефтедобычи в ущерб США	 В высоких ценах на бензин в США не виновата Саудовская Аравия, это следствие нехватки нефтеперерабатывающих заводов в самих Соединенных Штатах, заявил глава МИДа королевства Адель аль-Джубейр. «При всем уважении, причина высоких цен в США в том, что у вас дефицит переработки, который существует уже более 20 лет», — сказал Адель аль-Джубейр (цитата по Fox News). Дипломат заявил, что страна не политизирует нефть. «Нефть — это не оружие. Это не истребитель. Это не танк. Вы не можете стрелять в него. Вы ничего не можете с ним сделать… Идея о том, что Саудовская Аравия сделает это, чтобы навредить США или каким-либо образом участвовать в политической жизни, абсолютно неверна», — сказал глава саудовского МИДа. Ранее страны — участницы соглашения ОПЕК+ договорились снизить квоту на добычу нефти в ноябре и декабре 2022 г. на 2 млн барр./сутки. Об этом говорится в сообщении по результатам министерской встречи ОПЕК+, прошедшей 5 октября. Представители стран – участниц картеля, включая Россию, которую представлял вице-премьер Александр Новак, впервые с марта 2020 г. встретились в Вене лично. Решение принято «в свете неопределенности перспектив мировой экономики и рынка нефти, а также необходимости улучшить долгосрочные прогнозы для нефтяного рынка», отмечается в сообщении. Американский лидер Джо Байден назвал это решение «недальновидным» и пообещал обсудить с конгрессом дополнительные инструменты сокращения контроля цен на энергоносители со стороны ОПЕК. Госсекретарь Энтони Блинкен пообещал ввести в отношении Саудовской Аравии ответные меры.
2022-10-08 09:52:00	https://www.vedomosti.ru/economics/news/2022/10/08/944504-sberbank-obyavil-o-povishenii-stavok-po-rinochnim-ipotechnim-programmam	Сбербанк объявил о повышении ставок по рыночным ипотечным программам	 Сбербанк решил повысить ставки по рыночным ипотечным программам, сообщает «Интерфакс» со ссылкой на пресс-службу банка. Кредитная организация объяснила решение изменением рыночных условий, в частности ростом доходности облигаций федерального займа. «На ставки по ипотеке влияет ряд факторов помимо ключевой ставки Банка России. Так, в течение почти месяца наблюдался рост доходности облигаций федерального займа, как долгосрочных, так и краткосрочных, что повлияло на повышение ставок по ипотечным кредитам у ряда банков», — отметили в банке. В «Сбере» уверяют, что приложили максимальные усилия для сохранения текущих ставок, но «рыночные условия» не позволяют сохранить их на прежнем уровне в течение такого длительного периода. «…Потому с 8 октября мы вынуждены минимально скорректировать ставки по рыночным ипотечным продуктам на 0,5 п. п.», — сообщили в пресс-службе банка. Ранее стало известно, что выдачи ипотеки в сентябре составили 525,3 млрд руб., что выше августа на 14,3%, их количество достигло 141 300 штук (16,8% до). Выдачи выросли даже относительно прошлого года – на 9%, но в количественном выражении снизились на 10%. Это происходит из-за роста среднего чека: он составил 3,7 млн руб., что хоть и на 2,2% меньше августа, но на 21% выше сентября 2021 г. Банк России 16 сентября снизил ключевую ставку на 50 б. п. до 7,5% и обновил прогноз по годовой инфляции: в 2022 г. она достигнет 11–13%, в 2023 г. снизится до 5–7%, а в 2024 г. вернется к 4%. Регулятор будет принимать дальнейшие решения по ключевой ставке с учетом фактической и ожидаемой динамики инфляции, структурной перестройки экономики, а также оценивая риски со стороны внутренних и внешних условий и реакции на них финансовых рынков.
2022-10-08 09:23:00	https://www.vedomosti.ru/economics/news/2022/10/08/944502-vlasti-sevastopolya-ogranichili-otpusk-bakaleinih-tovarov-i-benzina	Власти Севастополя ограничили отпуск бакалейных товаров и бензина	 Власти Севастополя вводят ограничение на отпуск товаров бакалейной группы, заявил глава города Михаил Развозжаев. Это нужно, чтобы избежать искусственного ажиотажа, отметил он. «Чтобы избежать ажиотажа, мы также вводим ограничение на отпуск товаров бакалейной группы: в одни руки до трех килограммов или трех пачек продуктов», — говорится в сообщении в его Telegram-канале. Также в городе ограничена продажа бензина в канистры про запас. Глава Севастополя уверяет, что запасы продуктов и бензина в городе достаточные. Михаил Развозжаев также подчеркнул, что республика не отрезана от материка, так как есть сухопутные коридоры через новые территории, уже заработала паромная переправа в районе Крымского моста. 8 октября около 6 часов утра по московскому времени на автомобильной части Крымского моста со стороны Таманского полуострова произошел подрыв грузового автомобиля, сообщил Национальный антитеррористический комитет. В результате произошло возгорание семи топливных цистерн железнодорожного состава, следовавшего в направлении Крымского полуострова. Частично обрушились автомобильные пролеты моста. В Минтрансе России приступили к оценке повреждений, требуемых объемов и сроков восстановительных работ. Повреждения на мосту не носят тяжелого характера, мост будет оперативно восстановлен, заявил спикер парламента Крыма Владимир Константинов. По его словам, в инциденте виновата украинская сторона. По предварительным данным, никто не пострадал. Президент Владимир Путин распорядился создать правительственную комиссию в связи с ЧП, заявил его пресс-секретарь Дмитрий Песков. Следственный комитет России возбудил уголовное дело в связи с происшествием.
