Date	Link	Text	Title
2022-10-06 13:55:00	https://lenta.ru/news/2022/10/06/budzh/	Министерство финансов России планирует пополнить бюджет страны на 2023 год за счет ужесточения табачного законодательства. Найденный способ получения дополнительных доходов может принести бюджету 100 миллиардов рублей, сообщает РБК.Речь идет о дополнительной статье дохода в проекте федерального бюджета России на 2023 год и плановый период 2024-2025 годов — «повышение собираемости и улучшение администрирования акцизов на табачную продукцию». Более жесткое регулирование производства и оборота в табачной отрасли увеличит общий объем поступлений от табачных акцизов почти до 751 миллиарда рублей, сообщает издание.Материалы по теме:Россия хочет отказаться от доллара и называет его токсичным.Стоит ли держать в нем свои сбережения?9 сентября 2022«Действительно большая дыра»Газопровод «Северный поток» пострадал от мощных взрывов. Сможет ли Европа пережить зиму?27 сентября 2022При этом законопроект о госрегулировании табачной отрасли пока не одобрен правительством, рассказал директор департамента по правовым вопросам и внешнекорпоративным связям British American Tobacco в России Олег Барвин. По его мнению объем дополнительных средств, полученных от налогов в табачной отрасли, будет зависеть от скорости принятия и вступления законопроекта в силу, а также от «эффективности использования предложенных в нем мер». С Барвиным согласился главный редактор отраслевого агентства «Русский табак» Максим Королев, отметив, что с учетом неясных сроков принятия закона и сложностей нововведений для табачной отрасли, текущая мера может иметь крайне небольшое влияние на пополнение федерального бюджета.Минфин разработал проект закона в конце июля 2021 года, а в июне 2022-го он был внесен в правительство. В ведомстве указали, что сейчас в России табачный рынок регулируется «избыточным количеством федеральных органов исполнительной власти», а отдельный отраслевой закон позволит обеспечить специализированный надзор по образцу налаженной системы государственного регулирования и контроля рынка.Ранее государство оценило дополнительные доходы от так называемого налога на богатых — в этом году госбюджет может пополниться на 130-133 миллиардов рублей. Поступления превысят ожидаемые Минфином доходы в 2022 году в размере 78,6 миллиарда рублей.	В России нашли способ пополнить бюджет на 100 миллиардов рублей
2022-10-06 12:20:00	https://lenta.ru/news/2022/10/06/potolok/	"Европейская комиссия утвердила новый пакет санкций против России, который предполагает установление потолка цен на морские поставки российской нефти, следует из сообщения Еврокомиссии.В нем говорится, что речь идет о поставках третьим странам с участием европейских компаний — в отношении морских поставок в сам Евросоюз ранее уже были введены санкции. 5 декабря вступят в силу меры в отношении нефти, 5 февраля 2023 года — в отношении нефтепродуктов.«Сегодняшний пакет отмечает собой начало реализации в Евросоюзе соглашения ""Большой семерки"" по поводу экспорта российской нефти», — сказано в сообщении. Утверждается, что согласованная мера должна ограничить доходы Москвы и сохранить стабильность на энергетических рынках.Установление потолка цен на российскую нефть, при превышении которого будет запрещена ее транспортировка по морю третьим странам, накануне анонсировала председательствующая в ЕС Чехия."	Европа согласовала потолок цен для российской нефти
2022-10-06 12:08:00	https://lenta.ru/news/2022/10/06/otkazano/	Турция начала отказываться от газа из России в пользу других поставщиков — в июле страна сократила импорт российского топлива на 37,2 процента год к году, пишет местное издание Anadolu со ссылкой на ежемесячный отчет Управления по регулированию энергетического рынка (EMRA). В то же время Турция нарастила закупки в Иране и Азербайджане на 37,5 и 31,5 процента соответственно.При этом Россия осталась лидером по поставкам газа в страну, обеспечив ее 1,44 миллиарда кубометров газа, на Иран и Азербайджан пришлось 870 и 710 миллионов кубометров импорта соответственно. В целом в июле 2022-го Турция закупила на 15,7 процента меньше газа по сравнению с тем же месяцем 2021 года — импорт упал с 4,05 до 3,41 миллиарда кубометров.По данным EMRA, за месяц страна получила около 3,02 миллиарда кубометров газа по трубопроводам и еще 383 миллиона кубометров — по морю в сжиженном виде. Такие показатели указывают на снижение трубопроводного импорта на 13 процентов, импорта СПГ — на 32,6 процента.При этом Турции удалось снизить общее потребление газа на 27,5 процента год к году, до 2,78 миллиарда кубометров. Страна добилась такого результата за счет сокращения использования газа на электростанциях (минус 46,8 процента, до 1,01 миллиона кубометров), хотя бытовое потребление выросло (плюс 10,9 процента, до 251 миллиона кубометров). Кроме того, страна нарастила запасы топлива — объем газа в хранилищах в июле 2022 года увеличился на 20,6 процента, до 3,37 миллиарда кубометров.В сентябре стало известно, что турецкий президент Реджеп Тайип Эрдоган собирался попросить у российского лидера Владимира Путина 25-процентную скидку на газ, а также возможность оплачивать часть поставок в собственной валюте — турецкой лире, которая при этом показывает серьезную волатильность, существенно слабея. В октябре РИА Новости со ссылкой на источник подтвердили, что Турция и Россия активно обсуждают стоимость поставок топлива.	Турция начала отказываться от газа из России в пользу Ирана и Азербайджана
2022-10-06 12:03:00	https://lenta.ru/news/2022/10/06/ozhidaniya_mishustina/	Премьер-министр Михаил Мишустин назвал ожидаемые сроки уверенного роста российской экономики. По его словам, это может произойти чуть больше, чем через год, передает РИА Новости.Мишустин считает, что в 2024-2025 годах ВВП страны продолжит расти. Это, уточнил он, произойдет в первую очередь за счет увеличения внутреннего спроса — потребительского и инвестиционного.Премьер также рассказал, что экономику поддержит реализация стратегических приоритетов. «Это в том числе развитие транспортно-логистической инфраструктуры с учетом переориентации экспортно-импортных потоков, а также это укрепление технологического суверенитета, поддержка частных инвестиций и финансового рынка», — отметил он.Ранее Минэкономразвития спрогнозировало рост экономики 19 регионов России по итогам 2022 года. Предполагается, что лидерами по увеличению валового регионального продукта (ВРП) станут пять субъектов, среди которых Чукотский автономный округ (+9,5 процента), республики Якутия и Дагестан (+6,8 и +3,3 процента), Забайкальский край (+3,2 процента) и Иркутская область (+2,3 процента). Их доля достигает 4,2 процента совокупного ВРП от всех регионов страны.	Мишустин назвал ожидаемые сроки уверенного роста российской экономики
2022-10-06 12:00:00	https://lenta.ru/news/2022/10/06/rosekonoka/	Российская экономика доказывает свою способность адаптироваться к санкциям. Так состояние экономики оценил премьер-министр Михаил Мишустин, его цитирует РИА Новости.По его словам, правительство признает, что санкции носят долгосрочный характер и беспрецедентный масштаб. Однако он отметил, что Россия справляется с давлением. «Инвестиционная активность в первом полугодии находилась на высоком уровне. Замедлилась инфляция — с пикового значения в 17,8 процента в годовом выражении в апреле — до 13,5 процента по итогам прошлой недели», — раскрыл подробности премьер.В сентябре Мишустин уже заявлял об адаптации экономики России к санкциям. Несмотря на неизбежное замедление динамики роста российской экономики, санкции не стали разрушительными, как предполагали их инициаторы, отметил он.В пример он привел оценки Министерства экономического развития, согласно которым в январе-июле ВВП России снизился чуть больше чем на 1 процент относительно показателя аналогичного периода прошлого года.	Мишустин оценил состояние российской экономики на фоне санкций
2022-10-06 11:46:00	https://lenta.ru/news/2022/10/06/sud/	Федеральная антимонопольная служба (ФАС) проиграла суд крупным металлотрейдерам, которых ранее признала виновными в  участии в антиконкурентном сговоре, следует из данных арбитражного суда, на которые обратил внимание «Коммерсантъ».Служба утверждала, что компании добивались поддержания высоких цен на торгах металлопродукцией с совокупной начальной ценой почти в 2,7 миллиарда рублей. Речь идет о предприятиях «А Групп», Сталепромышленная компания, «Уралметаллстрой», «Управление комплектации и снабжения», «Красо», «Сервисный центр металлопроката», «Стройтехцентр». Они попросили суд признать предписание ФАС о прекращении антиконкурентного соглашения недействительным.Вынося решение по делу, суд постановил, что трейдеры не являются «хозяйствующими субъектами-конкурентами» и не ведут деятельность на одном товарном рынке. Напрямую у металлургических компаний покупает только Сталепромышленная компания, у которой уже закупают металл остальные предприятия. С точки зрения суда, такие договорные отношения являются вертикальными, и предположение о конкуренции между трейдерами не обосновано.В ФАС заявили, что решение апелляционной инстанции намерены обжаловать. «ФАС подаст кассационную жалобу, после которой суд назначит дату нового рассмотрения дела», — сообщили в службе.Практика судов об отмене решений ФАС довольно редкая, особенно по крупным делам, отметила старший юрист антимонопольной и регуляторной практики VEGAS LEX Анастасия Каюкова. По ее словам, если решение суда оспорено не будет, то штраф, наложенный ведомством, должен быть отменен.Речь идет о сумме в 1,8 миллиарда рублей, объявлено о штрафе было в конце июля 2022 года. О раскрытии сговора служба сообщила в конце 2021 года.	ФАС проиграла суд по делу о ценовом сговоре на миллиарды рублей
2022-10-06 11:41:00	https://lenta.ru/news/2022/10/06/yes_they_can/	В ответ на введение западными странами потолка цен на российскую нефть Москва способна в обозримые сроки резко сократить добычу и, соответственно, поставки на мировой рынок. Такой вариант развития событий назвали в материале Bloomberg.Снижение может составить до трех миллионов баррелей в сутки. Глава консалтинговой компании Rapidan Energy Group Роберт МакНелли заметил, что российские нефтяные компании в состоянии добиться такого сокращения без ущерба для месторождений.Управляющий директор аналитической компании ClearView Energy Partners Кевин Бук добавил, что даже половина такого сокращения окажет немедленное давление на рынки и приведет к росту цен. По большому счету речь идет о прекращении трети или двух третей экспортных поставок российского сырья.В свою очередь бывший представитель Госдепартамента Дэвид Голдвин рассказал, что Россия может нарушить мировой рынок и другими способами. В том числе это остановка поставок по трубопроводу «Дружба» или Каспийскому транспортному консорциуму, причем во втором случае пострадают казахстанские, а не российские предприятия.Введение потолка цен на российскую нефть готовят одновременно группа G7 и Евросоюз, причем последний ориентируется на принципы, предложенные «семеркой». Российская сторона предупреждает, что не станет продавать сырье участникам такого соглашения.    Brent от TradingView     На этом фоне ОПЕК+ объявил об ограничении добычи нефти на два миллиона баррелей в сутки с 1 ноября. США выразили сожаление в связи с таким решением и приготовились поставить на рынок дополнительные объемы из своих стратегических запасов.Для России снижение экспорта нефти обернется дополнительным падением нефтегазовых доходов, которые и без того находятся на многомесячном минимуме и делают бюджет дефицитным. В сентябре, по данным Минфина, средняя цена на российский сорт нефти Urals сложилась на уровне 68,25 доллара за баррель, что на 8,7 процента меньше, чем в августе.	Россию назвали способной резко сократить добычу нефти
2022-10-06 11:09:00	https://lenta.ru/news/2022/10/06/subs/	Минпромторг собирается поддержать отечественное производство электроники —  компании, планирующие выпускать ноутбуки, ПК, смартфоны и планшеты, получат субсидии. Меру анонсировал замглавы ведомства Василий Шпак на форуме «Микроэлектроника 2022», пишет «Коммерсантъ» со ссылкой на источник. Шпак добавил, что в 2023-м финансирование отрасли увеличат с 144 до 210 миллиардов рублей.«Субсидия поможет снизить себестоимость техники, а также как можно быстрее занять сегменты рынка, которые из-за ухода зарубежных компаний могут оказаться не занятыми», — сказал источник. По его словам, вероятнее всего, главным условием получения субсидии будет локализация производства электроники в России.В настоящее время российские фирмы имеют право на субсидию на разработку компонентов или запуск производства, однако выпуск коммерческих партий продукции — это капиталоемкий процесс, и для его реализации тоже необходима господдержка, сказал «Ъ» топ-менеджер крупного российского производителя электроники. В Минпромторге подтвердили, что мера находится в разработке и будет запущена после согласования со всеми заинтересованными ведомствами и правительством.Различные способы поддержки разработки и производства отечественной вычислительной техники и потребительской электроники обсуждаются Минцифры, Минпромторгом и участниками рынка с конца 2021 года. Постановлением правительства уже запущен механизм льготного кредитования производителей электроники. По словам собеседника «Ъ» в правительстве, кредиты выдают на сумму от 3 до 100 миллиардов рублей.Материалы по теме:Не рассчитали.Тысячи россиян решили временно жить за границей. С какими трудностями они столкнулись?23 сентября 2022«Действительно большая дыра»Газопровод «Северный поток» пострадал от мощных взрывов. Сможет ли Европа пережить зиму?27 сентября 2022На IT-рынке газете рассказали, что господдержку запрашивали в том числе компании Yadro и «Аквариус». Кроме того, обсуждался механизм сквозных проектов, при котором крупные заказчики электроники, например банки, обеспечат производителей гарантированным спросом на еще не произведенное оборудование.Вскоре после ввода российских войск на территорию Украины, что стало причиной ухода из России крупнейших мировых производителей серверного оборудования, таких как Dell, Cisco и HP, российские компании начали бороться за подержанные серверы — спрос вырос в три-четыре раза. Один из поставщиков рассказал, что в конце марта полностью распродал свои запасы, даже неликвидное оборудование (серверы возрастом более десяти лет), после чего начал завозить подержанные серверы из-за рубежа.	Власти собрались поддержать отечественное производство ноутбуков и смартфонов
2022-10-06 10:42:00	https://lenta.ru/news/2022/10/06/mill/	Решение о выделении Белоруссии кредита на 1,5 миллиарда долларов для реализации проектов по импортозамещению принято, заявил РИА Новости вице-премьер Алексей Оверчук.По его словам, такое соглашение «уже подписано или скоро подпишут», а все параметры согласованы. Россия даст Белоруссии полтора миллиарда долларов на «проекты, которые будут связаны с импортозамещением и развитием соответствующих производств», пояснил Оверчук.Получение средств от Москвы в июне анонсировал белорусский президент Александр Лукашенко. По его словам, такое решение он обсудил с российским коллегой Владимиром Путиным, представив ему конкретные идеи.В июле Путин попросил председателя государственной корпорации развития «ВЭБ.РФ» Игоря Шувалова «найти десятку» миллиардов рублей на оснащение белорусских школ российскими инженерными классами.	Россия даст Белоруссии полтора миллиарда долларов на импортозамещение
2022-10-06 07:42:48	https://lenta.ru/news/2022/10/06/krizis/	Заместитель министра нефти Ирана Ахмад Асадзаде заявил, что Запада сам пострадал от санкций, введенных против Москвы и Тегерана, и столкнулся с энергетическим кризисом. Его слова приводит РИА Новости.По словам замглавы ведомства, в настоящее время мир нуждается в нефти и газе, к этой теме следует относиться внимательно.«Санкции против Ирана и России не идут на пользу Западу, который пострадает от этого. Сегодня в Европе наблюдается газовый кризис, есть проблемы — то же касается и нефти», — подчеркнул Асадзаде.Ранее Европе предрекли невообразимый кризис из-за цен на топливо. По словам японского экономиста Кадзухико Фудзи, ЕС придется потратить 1,5 триллиона долларов на помощь оказавшимся в долгах электроэнергетическим компаниям. Эксперт считает, что все это может перерасти в глобальное экономическое потрясение.	В Иране заявили о пострадавшем от санкций против Тегерана и Москвы Западе
